Gender,Future Setting,Future Place,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Strand
Female,Abroad,Stay in one place,Negotiating,Leadership,Written Communication,Negotiating,Written Communication,STEM
Male,Suburban Area,Flexibility,Self motivation,Self motivation,Team Work,Time Management,Decision Making,STEM
Female,Abroad,Move Often,Written Communication,Commercial Awareness,Leadership,Self motivation,Problem Solving,TVL
Female,Suburban Area,Stay in one place,Team Work,Problem Solving,Self motivation,Analytical Ability,Leadership,GAS
Male,City,Move Often,Verbal Communication,Written Communication,Verbal Communication,Analytical Ability,Written Communication,ABM
Male,Abroad,Move Often,Problem Solving,Time Management,Leadership,Team Work,Flexibility,TVL
Female,Suburban Area,Flexibility,Problem Solving,Time Management,Time Management,Team Work,Creative Thinking,TVL
Male,Suburban Area,Flexibility,Creative Thinking,Written Communication,Negotiating,Leadership,Analytical Ability,STEM
Female,Rural Area,Move Often,Flexibility,Team Work,Team Work,Self motivation,Commercial Awareness,STEM
Female,Suburban Area,Move Often,Flexibility,Commercial Awareness,Negotiating,Problem Solving,Creative Thinking,GAS
Male,Rural Area,Work from anywhere,Self motivation,Numeracy,Self motivation,Decision Making,Flexibility,STEM
Female,Abroad,Move Often,Time Management,Time Management,Creative Thinking,Creative Thinking,Leadership,ABM
Female,Flexible,Stay in one place,Numeracy,Self motivation,Numeracy,Team Work,Negotiating,HUMSS
Female,City,Flexibility,Creative Thinking,Flexibility,Written Communication,Commercial Awareness,Written Communication,HUMSS
Female,Abroad,Work from anywhere,Leadership,Team Work,Decision Making,Team Work,Verbal Communication,GAS
Male,Abroad,Move Often,Verbal Communication,Leadership,Time Management,Verbal Communication,Flexibility,STEM
Male,Suburban Area,Stay in one place,Decision Making,Creative Thinking,Team Work,Numeracy,Self motivation,TVL
Male,Rural Area,Stay in one place,Negotiating,Flexibility,Creative Thinking,Problem Solving,Decision Making,TVL
Male,Suburban Area,Work from anywhere,Verbal Communication,Verbal Communication,Team Work,Written Communication,Creative Thinking,STEM
Female,Flexible,Stay in one place,Verbal Communication,Commercial Awareness,Written Communication,Leadership,Negotiating,STEM
Male,Flexible,Stay in one place,Problem Solving,Time Management,Time Management,Time Management,Creative Thinking,GAS
Female,Rural Area,Work from anywhere,Creative Thinking,Written Communication,Time Management,Verbal Communication,Analytical Ability,HUMSS
Female,City,Move Often,Written Communication,Negotiating,Commercial Awareness,Time Management,Time Management,GAS
Male,City,Work from anywhere,Written Communication,Decision Making,Analytical Ability,Flexibility,Team Work,HUMSS
Male,Suburban Area,Stay in one place,Numeracy,Self motivation,Commercial Awareness,Analytical Ability,Leadership,HUMSS
Male,Suburban Area,Stay in one place,Commercial Awareness,Team Work,Numeracy,Leadership,Decision Making,ABM
Male,Suburban Area,Stay in one place,Team Work,Creative Thinking,Analytical Ability,Leadership,Team Work,HUMSS
Male,Flexible,Work from anywhere,Numeracy,Time Management,Time Management,Time Management,Written Communication,ABM
Male,Abroad,Flexibility,Numeracy,Team Work,Team Work,Analytical Ability,Team Work,GAS
Female,Rural Area,Flexibility,Decision Making,Commercial Awareness,Self motivation,Self motivation,Leadership,ABM
Female,Abroad,Work from anywhere,Numeracy,Flexibility,Numeracy,Flexibility,Creative Thinking,HUMSS
Female,City,Work from anywhere,Decision Making,Flexibility,Time Management,Problem Solving,Commercial Awareness,GAS
Male,Suburban Area,Move Often,Verbal Communication,Team Work,Analytical Ability,Flexibility,Numeracy,GAS
Female,Flexible,Stay in one place,Verbal Communication,Decision Making,Numeracy,Numeracy,Self motivation,HUMSS
Male,Abroad,Flexibility,Time Management,Negotiating,Time Management,Problem Solving,Commercial Awareness,TVL
Male,Rural Area,Flexibility,Leadership,Analytical Ability,Leadership,Creative Thinking,Decision Making,STEM
Male,Rural Area,Move Often,Problem Solving,Verbal Communication,Time Management,Self motivation,Negotiating,STEM
Female,City,Flexibility,Verbal Communication,Self motivation,Time Management,Time Management,Flexibility,ABM
Female,City,Work from anywhere,Creative Thinking,Leadership,Decision Making,Leadership,Time Management,ABM
Female,Suburban Area,Stay in one place,Self motivation,Analytical Ability,Numeracy,Time Management,Numeracy,ABM
Male,Flexible,Stay in one place,Analytical Ability,Time Management,Creative Thinking,Negotiating,Commercial Awareness,ABM
Male,City,Stay in one place,Analytical Ability,Creative Thinking,Verbal Communication,Team Work,Numeracy,ABM
Female,Abroad,Stay in one place,Numeracy,Verbal Communication,Time Management,Problem Solving,Decision Making,STEM
Male,City,Work from anywhere,Analytical Ability,Negotiating,Verbal Communication,Flexibility,Problem Solving,TVL
Female,City,Flexibility,Verbal Communication,Self motivation,Flexibility,Team Work,Time Management,GAS
Male,Abroad,Move Often,Decision Making,Leadership,Time Management,Verbal Communication,Analytical Ability,HUMSS
Female,Suburban Area,Stay in one place,Negotiating,Verbal Communication,Self motivation,Numeracy,Creative Thinking,ABM
Male,City,Flexibility,Creative Thinking,Written Communication,Team Work,Negotiating,Analytical Ability,HUMSS
Female,Abroad,Move Often,Written Communication,Commercial Awareness,Commercial Awareness,Problem Solving,Negotiating,ABM
Female,Suburban Area,Move Often,Team Work,Flexibility,Analytical Ability,Flexibility,Flexibility,STEM
Male,City,Stay in one place,Problem Solving,Time Management,Analytical Ability,Commercial Awareness,Creative Thinking,HUMSS
Female,Suburban Area,Stay in one place,Leadership,Decision Making,Creative Thinking,Problem Solving,Self motivation,TVL
Female,Rural Area,Move Often,Commercial Awareness,Decision Making,Analytical Ability,Negotiating,Commercial Awareness,TVL
Female,Suburban Area,Move Often,Written Communication,Verbal Communication,Commercial Awareness,Commercial Awareness,Negotiating,GAS
Male,Abroad,Stay in one place,Negotiating,Numeracy,Negotiating,Leadership,Numeracy,STEM
Male,Abroad,Flexibility,Analytical Ability,Creative Thinking,Leadership,Self motivation,Numeracy,ABM
Male,Abroad,Move Often,Problem Solving,Commercial Awareness,Numeracy,Numeracy,Team Work,TVL
Female,Rural Area,Move Often,Verbal Communication,Commercial Awareness,Leadership,Leadership,Problem Solving,STEM
Female,Abroad,Stay in one place,Flexibility,Team Work,Numeracy,Leadership,Verbal Communication,HUMSS
Female,Flexible,Move Often,Written Communication,Commercial Awareness,Verbal Communication,Negotiating,Self motivation,HUMSS
Male,Flexible,Stay in one place,Problem Solving,Decision Making,Numeracy,Creative Thinking,Leadership,HUMSS
Male,Rural Area,Flexibility,Negotiating,Team Work,Self motivation,Team Work,Leadership,STEM
Female,City,Move Often,Self motivation,Creative Thinking,Creative Thinking,Flexibility,Decision Making,ABM
Male,City,Work from anywhere,Analytical Ability,Self motivation,Flexibility,Analytical Ability,Problem Solving,STEM
Male,Flexible,Flexibility,Problem Solving,Leadership,Team Work,Leadership,Decision Making,ABM
Female,Flexible,Stay in one place,Numeracy,Problem Solving,Time Management,Team Work,Problem Solving,GAS
Female,Rural Area,Work from anywhere,Decision Making,Analytical Ability,Flexibility,Leadership,Written Communication,GAS
Female,City,Stay in one place,Problem Solving,Self motivation,Numeracy,Time Management,Self motivation,TVL
Female,Suburban Area,Move Often,Analytical Ability,Negotiating,Commercial Awareness,Commercial Awareness,Negotiating,ABM
Female,City,Work from anywhere,Written Communication,Written Communication,Flexibility,Leadership,Numeracy,TVL
Female,Flexible,Work from anywhere,Written Communication,Decision Making,Negotiating,Commercial Awareness,Problem Solving,TVL
Male,City,Flexibility,Team Work,Leadership,Verbal Communication,Verbal Communication,Verbal Communication,GAS
Male,City,Flexibility,Commercial Awareness,Commercial Awareness,Problem Solving,Self motivation,Problem Solving,HUMSS
Female,City,Stay in one place,Leadership,Analytical Ability,Leadership,Flexibility,Written Communication,GAS
Male,Rural Area,Work from anywhere,Flexibility,Decision Making,Negotiating,Negotiating,Commercial Awareness,ABM
Male,Suburban Area,Stay in one place,Problem Solving,Team Work,Commercial Awareness,Problem Solving,Numeracy,GAS
Female,City,Work from anywhere,Team Work,Decision Making,Written Communication,Written Communication,Creative Thinking,TVL
Female,Suburban Area,Flexibility,Commercial Awareness,Numeracy,Flexibility,Negotiating,Written Communication,HUMSS
Female,Flexible,Work from anywhere,Creative Thinking,Leadership,Team Work,Flexibility,Self motivation,STEM
Male,Flexible,Work from anywhere,Team Work,Time Management,Negotiating,Team Work,Written Communication,GAS
Male,Suburban Area,Stay in one place,Analytical Ability,Decision Making,Commercial Awareness,Verbal Communication,Negotiating,STEM
Male,Abroad,Stay in one place,Commercial Awareness,Time Management,Analytical Ability,Commercial Awareness,Written Communication,TVL
Male,Suburban Area,Stay in one place,Time Management,Creative Thinking,Flexibility,Creative Thinking,Flexibility,GAS
Female,Suburban Area,Flexibility,Decision Making,Commercial Awareness,Analytical Ability,Commercial Awareness,Verbal Communication,STEM
Female,Suburban Area,Work from anywhere,Written Communication,Negotiating,Numeracy,Written Communication,Verbal Communication,STEM
Male,Abroad,Flexibility,Self motivation,Analytical Ability,Leadership,Analytical Ability,Numeracy,HUMSS
Female,Abroad,Work from anywhere,Self motivation,Time Management,Decision Making,Time Management,Commercial Awareness,STEM
Female,City,Flexibility,Negotiating,Self motivation,Negotiating,Written Communication,Creative Thinking,ABM
Female,Abroad,Move Often,Analytical Ability,Flexibility,Written Communication,Leadership,Problem Solving,STEM
Female,City,Move Often,Problem Solving,Self motivation,Team Work,Written Communication,Leadership,HUMSS
Male,City,Flexibility,Flexibility,Team Work,Team Work,Commercial Awareness,Written Communication,TVL
Male,Flexible,Move Often,Negotiating,Written Communication,Negotiating,Negotiating,Self motivation,ABM
Female,Rural Area,Stay in one place,Leadership,Verbal Communication,Numeracy,Analytical Ability,Flexibility,TVL
Female,Suburban Area,Stay in one place,Team Work,Problem Solving,Time Management,Creative Thinking,Flexibility,TVL
Female,City,Flexibility,Leadership,Self motivation,Negotiating,Self motivation,Leadership,STEM
Male,Abroad,Flexibility,Problem Solving,Time Management,Time Management,Time Management,Time Management,STEM
Male,Abroad,Flexibility,Negotiating,Leadership,Self motivation,Time Management,Written Communication,GAS
Female,City,Move Often,Flexibility,Time Management,Team Work,Problem Solving,Negotiating,HUMSS
Male,Suburban Area,Work from anywhere,Time Management,Creative Thinking,Self motivation,Team Work,Time Management,GAS
Female,Suburban Area,Flexibility,Problem Solving,Negotiating,Team Work,Time Management,Verbal Communication,GAS
Female,Flexible,Move Often,Decision Making,Creative Thinking,Self motivation,Negotiating,Leadership,STEM
Female,Abroad,Stay in one place,Leadership,Commercial Awareness,Decision Making,Analytical Ability,Verbal Communication,GAS
Female,Rural Area,Stay in one place,Self motivation,Team Work,Decision Making,Commercial Awareness,Problem Solving,GAS
Male,Rural Area,Stay in one place,Self motivation,Negotiating,Creative Thinking,Verbal Communication,Self motivation,TVL
Male,Suburban Area,Work from anywhere,Problem Solving,Negotiating,Time Management,Leadership,Negotiating,TVL
Male,Rural Area,Stay in one place,Verbal Communication,Self motivation,Team Work,Team Work,Flexibility,TVL
Male,Suburban Area,Flexibility,Written Communication,Leadership,Leadership,Numeracy,Numeracy,HUMSS
Male,Suburban Area,Flexibility,Team Work,Numeracy,Leadership,Analytical Ability,Problem Solving,ABM
Male,Flexible,Work from anywhere,Negotiating,Creative Thinking,Problem Solving,Decision Making,Decision Making,ABM
Female,Rural Area,Stay in one place,Verbal Communication,Analytical Ability,Commercial Awareness,Analytical Ability,Numeracy,GAS
Female,Abroad,Flexibility,Leadership,Flexibility,Decision Making,Written Communication,Creative Thinking,HUMSS
Male,Rural Area,Move Often,Numeracy,Decision Making,Time Management,Commercial Awareness,Commercial Awareness,TVL
Male,Abroad,Stay in one place,Creative Thinking,Numeracy,Leadership,Problem Solving,Creative Thinking,HUMSS
Male,Flexible,Work from anywhere,Team Work,Time Management,Flexibility,Negotiating,Problem Solving,HUMSS
Female,Suburban Area,Flexibility,Numeracy,Negotiating,Commercial Awareness,Creative Thinking,Team Work,STEM
Male,Abroad,Flexibility,Flexibility,Commercial Awareness,Time Management,Written Communication,Commercial Awareness,TVL
Male,Abroad,Move Often,Negotiating,Negotiating,Analytical Ability,Analytical Ability,Time Management,ABM
Female,Rural Area,Work from anywhere,Leadership,Verbal Communication,Verbal Communication,Analytical Ability,Written Communication,HUMSS
Female,City,Stay in one place,Negotiating,Commercial Awareness,Leadership,Self motivation,Commercial Awareness,ABM
Male,Suburban Area,Work from anywhere,Commercial Awareness,Negotiating,Commercial Awareness,Time Management,Flexibility,HUMSS
Male,City,Flexibility,Verbal Communication,Decision Making,Flexibility,Decision Making,Analytical Ability,GAS
Male,City,Work from anywhere,Written Communication,Self motivation,Decision Making,Team Work,Numeracy,HUMSS
Female,Rural Area,Work from anywhere,Team Work,Time Management,Creative Thinking,Numeracy,Team Work,GAS
Female,Flexible,Work from anywhere,Negotiating,Written Communication,Written Communication,Team Work,Self motivation,STEM
Female,Abroad,Stay in one place,Negotiating,Written Communication,Commercial Awareness,Analytical Ability,Creative Thinking,STEM
Male,Flexible,Flexibility,Problem Solving,Flexibility,Negotiating,Commercial Awareness,Self motivation,TVL
Female,Rural Area,Move Often,Commercial Awareness,Verbal Communication,Verbal Communication,Commercial Awareness,Leadership,TVL
Male,City,Work from anywhere,Self motivation,Time Management,Decision Making,Analytical Ability,Verbal Communication,STEM
Female,Suburban Area,Work from anywhere,Leadership,Time Management,Analytical Ability,Flexibility,Flexibility,STEM
Female,City,Work from anywhere,Decision Making,Creative Thinking,Written Communication,Flexibility,Written Communication,GAS
Male,Rural Area,Stay in one place,Numeracy,Creative Thinking,Analytical Ability,Time Management,Leadership,STEM
Female,Flexible,Flexibility,Verbal Communication,Commercial Awareness,Negotiating,Written Communication,Team Work,ABM
Male,Suburban Area,Flexibility,Decision Making,Time Management,Flexibility,Verbal Communication,Creative Thinking,GAS
Male,Flexible,Move Often,Problem Solving,Written Communication,Decision Making,Creative Thinking,Numeracy,TVL
Male,Rural Area,Work from anywhere,Time Management,Written Communication,Self motivation,Leadership,Commercial Awareness,STEM
Male,Flexible,Flexibility,Commercial Awareness,Leadership,Flexibility,Time Management,Decision Making,STEM
Male,Abroad,Stay in one place,Commercial Awareness,Time Management,Problem Solving,Numeracy,Creative Thinking,ABM
Female,Rural Area,Stay in one place,Problem Solving,Decision Making,Verbal Communication,Team Work,Numeracy,ABM
Male,Flexible,Flexibility,Team Work,Self motivation,Written Communication,Analytical Ability,Written Communication,HUMSS
Male,Flexible,Flexibility,Team Work,Flexibility,Problem Solving,Written Communication,Creative Thinking,STEM
Male,Suburban Area,Flexibility,Self motivation,Decision Making,Leadership,Problem Solving,Problem Solving,ABM
Female,Abroad,Work from anywhere,Negotiating,Problem Solving,Decision Making,Time Management,Self motivation,HUMSS
Female,Suburban Area,Stay in one place,Self motivation,Leadership,Verbal Communication,Leadership,Problem Solving,HUMSS
Male,Rural Area,Stay in one place,Problem Solving,Numeracy,Problem Solving,Commercial Awareness,Problem Solving,STEM
Female,Abroad,Move Often,Time Management,Written Communication,Team Work,Flexibility,Flexibility,ABM
Female,Abroad,Flexibility,Self motivation,Verbal Communication,Decision Making,Decision Making,Self motivation,HUMSS
Male,Suburban Area,Flexibility,Time Management,Decision Making,Written Communication,Verbal Communication,Commercial Awareness,TVL
Female,Flexible,Stay in one place,Time Management,Problem Solving,Negotiating,Problem Solving,Leadership,HUMSS
Female,Abroad,Work from anywhere,Numeracy,Self motivation,Numeracy,Verbal Communication,Flexibility,ABM
Female,City,Move Often,Written Communication,Time Management,Time Management,Problem Solving,Time Management,TVL
Male,City,Flexibility,Negotiating,Time Management,Leadership,Creative Thinking,Decision Making,HUMSS
Male,Abroad,Flexibility,Negotiating,Analytical Ability,Written Communication,Problem Solving,Flexibility,TVL
Male,Rural Area,Stay in one place,Written Communication,Self motivation,Analytical Ability,Analytical Ability,Verbal Communication,GAS
Male,Rural Area,Move Often,Problem Solving,Problem Solving,Decision Making,Decision Making,Self motivation,TVL
Male,Abroad,Flexibility,Verbal Communication,Negotiating,Written Communication,Decision Making,Decision Making,STEM
Male,Suburban Area,Work from anywhere,Leadership,Numeracy,Analytical Ability,Flexibility,Decision Making,STEM
Male,Abroad,Work from anywhere,Negotiating,Leadership,Written Communication,Written Communication,Negotiating,HUMSS
Female,Rural Area,Flexibility,Negotiating,Flexibility,Flexibility,Negotiating,Self motivation,STEM
Male,Rural Area,Flexibility,Numeracy,Numeracy,Problem Solving,Flexibility,Negotiating,STEM
Male,Suburban Area,Flexibility,Analytical Ability,Written Communication,Written Communication,Decision Making,Verbal Communication,ABM
Female,Suburban Area,Flexibility,Numeracy,Commercial Awareness,Commercial Awareness,Negotiating,Problem Solving,ABM
Male,Suburban Area,Work from anywhere,Verbal Communication,Decision Making,Self motivation,Decision Making,Commercial Awareness,ABM
Female,Rural Area,Flexibility,Commercial Awareness,Negotiating,Numeracy,Analytical Ability,Self motivation,GAS
Female,Abroad,Flexibility,Flexibility,Flexibility,Numeracy,Time Management,Written Communication,TVL
Male,Suburban Area,Flexibility,Problem Solving,Self motivation,Decision Making,Flexibility,Numeracy,GAS
Male,Abroad,Work from anywhere,Team Work,Negotiating,Analytical Ability,Numeracy,Flexibility,TVL
Male,Suburban Area,Stay in one place,Commercial Awareness,Problem Solving,Written Communication,Team Work,Time Management,GAS
Male,Abroad,Flexibility,Problem Solving,Problem Solving,Verbal Communication,Leadership,Leadership,GAS
Male,Rural Area,Flexibility,Problem Solving,Creative Thinking,Written Communication,Self motivation,Verbal Communication,HUMSS
Female,Suburban Area,Work from anywhere,Verbal Communication,Numeracy,Leadership,Self motivation,Commercial Awareness,ABM
Male,City,Flexibility,Team Work,Commercial Awareness,Creative Thinking,Self motivation,Decision Making,GAS
Male,City,Flexibility,Self motivation,Problem Solving,Analytical Ability,Flexibility,Analytical Ability,HUMSS
Male,City,Work from anywhere,Written Communication,Commercial Awareness,Time Management,Written Communication,Time Management,TVL
Female,Suburban Area,Stay in one place,Analytical Ability,Decision Making,Problem Solving,Problem Solving,Self motivation,HUMSS
Female,Flexible,Stay in one place,Numeracy,Self motivation,Creative Thinking,Self motivation,Flexibility,TVL
Female,City,Work from anywhere,Negotiating,Time Management,Self motivation,Team Work,Negotiating,ABM
Male,Rural Area,Stay in one place,Creative Thinking,Flexibility,Leadership,Decision Making,Decision Making,TVL
Female,City,Flexibility,Verbal Communication,Time Management,Written Communication,Problem Solving,Commercial Awareness,STEM
Male,Suburban Area,Flexibility,Commercial Awareness,Time Management,Flexibility,Negotiating,Commercial Awareness,GAS
Male,Abroad,Work from anywhere,Commercial Awareness,Time Management,Commercial Awareness,Flexibility,Leadership,ABM
Male,Abroad,Flexibility,Problem Solving,Flexibility,Negotiating,Verbal Communication,Decision Making,STEM
Male,Abroad,Move Often,Time Management,Self motivation,Verbal Communication,Verbal Communication,Commercial Awareness,GAS
Female,Suburban Area,Stay in one place,Flexibility,Team Work,Commercial Awareness,Verbal Communication,Verbal Communication,STEM
Female,Rural Area,Move Often,Self motivation,Leadership,Negotiating,Flexibility,Verbal Communication,ABM
Female,Flexible,Work from anywhere,Analytical Ability,Verbal Communication,Problem Solving,Team Work,Analytical Ability,TVL
Female,Flexible,Stay in one place,Commercial Awareness,Negotiating,Decision Making,Numeracy,Self motivation,TVL
Male,Flexible,Flexibility,Self motivation,Analytical Ability,Decision Making,Analytical Ability,Numeracy,GAS
Female,Abroad,Move Often,Leadership,Flexibility,Verbal Communication,Time Management,Creative Thinking,GAS
Female,Flexible,Move Often,Analytical Ability,Numeracy,Verbal Communication,Analytical Ability,Decision Making,TVL
Female,Suburban Area,Work from anywhere,Numeracy,Creative Thinking,Problem Solving,Problem Solving,Flexibility,STEM
Male,City,Move Often,Written Communication,Leadership,Time Management,Written Communication,Negotiating,ABM
Female,Suburban Area,Move Often,Commercial Awareness,Team Work,Leadership,Commercial Awareness,Decision Making,TVL
Male,Suburban Area,Work from anywhere,Flexibility,Written Communication,Commercial Awareness,Verbal Communication,Problem Solving,STEM
Female,Abroad,Move Often,Creative Thinking,Analytical Ability,Self motivation,Team Work,Flexibility,TVL
Male,Rural Area,Flexibility,Self motivation,Numeracy,Negotiating,Negotiating,Numeracy,HUMSS
Male,Rural Area,Stay in one place,Problem Solving,Written Communication,Analytical Ability,Commercial Awareness,Decision Making,HUMSS
Male,City,Work from anywhere,Self motivation,Verbal Communication,Commercial Awareness,Team Work,Verbal Communication,HUMSS
Male,Flexible,Move Often,Written Communication,Written Communication,Creative Thinking,Negotiating,Commercial Awareness,ABM
Male,Rural Area,Move Often,Decision Making,Team Work,Self motivation,Verbal Communication,Written Communication,HUMSS
Female,Rural Area,Work from anywhere,Self motivation,Written Communication,Leadership,Problem Solving,Numeracy,ABM
Female,Suburban Area,Flexibility,Leadership,Team Work,Flexibility,Written Communication,Leadership,STEM
Male,Rural Area,Flexibility,Leadership,Flexibility,Problem Solving,Written Communication,Negotiating,GAS
Male,Flexible,Stay in one place,Negotiating,Leadership,Written Communication,Written Communication,Decision Making,TVL
Female,Suburban Area,Work from anywhere,Time Management,Problem Solving,Analytical Ability,Self motivation,Analytical Ability,GAS
Male,Rural Area,Flexibility,Decision Making,Problem Solving,Analytical Ability,Written Communication,Team Work,STEM
Female,Abroad,Work from anywhere,Analytical Ability,Leadership,Problem Solving,Creative Thinking,Decision Making,TVL
Female,Abroad,Work from anywhere,Numeracy,Negotiating,Time Management,Problem Solving,Problem Solving,STEM
Male,Flexible,Stay in one place,Problem Solving,Team Work,Leadership,Time Management,Negotiating,ABM
Female,Rural Area,Flexibility,Self motivation,Flexibility,Verbal Communication,Team Work,Negotiating,TVL
Male,Rural Area,Stay in one place,Decision Making,Time Management,Creative Thinking,Written Communication,Creative Thinking,ABM
Male,City,Flexibility,Team Work,Leadership,Verbal Communication,Commercial Awareness,Problem Solving,HUMSS
Male,Abroad,Work from anywhere,Analytical Ability,Self motivation,Written Communication,Creative Thinking,Problem Solving,HUMSS
Female,Abroad,Work from anywhere,Verbal Communication,Problem Solving,Creative Thinking,Analytical Ability,Verbal Communication,ABM
Female,Flexible,Work from anywhere,Written Communication,Team Work,Self motivation,Verbal Communication,Commercial Awareness,STEM
Female,Rural Area,Flexibility,Verbal Communication,Decision Making,Analytical Ability,Verbal Communication,Verbal Communication,HUMSS
Female,Suburban Area,Work from anywhere,Numeracy,Decision Making,Written Communication,Team Work,Self motivation,TVL
Female,City,Move Often,Decision Making,Verbal Communication,Written Communication,Team Work,Decision Making,STEM
Male,City,Flexibility,Team Work,Flexibility,Analytical Ability,Flexibility,Verbal Communication,GAS
Male,Flexible,Stay in one place,Verbal Communication,Numeracy,Negotiating,Problem Solving,Time Management,STEM
Male,Suburban Area,Stay in one place,Team Work,Written Communication,Commercial Awareness,Written Communication,Time Management,ABM
Male,Abroad,Flexibility,Written Communication,Problem Solving,Creative Thinking,Written Communication,Self motivation,STEM
Male,Suburban Area,Work from anywhere,Verbal Communication,Creative Thinking,Self motivation,Numeracy,Self motivation,STEM
Female,Suburban Area,Flexibility,Commercial Awareness,Flexibility,Flexibility,Decision Making,Commercial Awareness,TVL
Female,Suburban Area,Stay in one place,Flexibility,Commercial Awareness,Leadership,Flexibility,Analytical Ability,TVL
Female,Rural Area,Move Often,Commercial Awareness,Creative Thinking,Problem Solving,Analytical Ability,Creative Thinking,STEM
Female,City,Work from anywhere,Decision Making,Creative Thinking,Numeracy,Verbal Communication,Time Management,GAS
Female,Rural Area,Work from anywhere,Problem Solving,Self motivation,Creative Thinking,Decision Making,Self motivation,GAS
Male,Suburban Area,Move Often,Decision Making,Analytical Ability,Negotiating,Numeracy,Team Work,HUMSS
Male,Abroad,Stay in one place,Decision Making,Negotiating,Written Communication,Negotiating,Team Work,TVL
Male,Flexible,Stay in one place,Creative Thinking,Team Work,Flexibility,Creative Thinking,Decision Making,HUMSS
Female,Flexible,Work from anywhere,Flexibility,Numeracy,Written Communication,Flexibility,Leadership,GAS
Female,Abroad,Flexibility,Numeracy,Time Management,Verbal Communication,Time Management,Time Management,STEM
Female,Suburban Area,Stay in one place,Leadership,Verbal Communication,Team Work,Team Work,Self motivation,GAS
Male,Flexible,Flexibility,Problem Solving,Decision Making,Creative Thinking,Flexibility,Negotiating,TVL
Female,Abroad,Move Often,Time Management,Decision Making,Verbal Communication,Verbal Communication,Creative Thinking,ABM
Male,Abroad,Stay in one place,Commercial Awareness,Decision Making,Written Communication,Team Work,Self motivation,TVL
Male,Abroad,Stay in one place,Problem Solving,Creative Thinking,Decision Making,Numeracy,Leadership,HUMSS
Female,Suburban Area,Stay in one place,Written Communication,Commercial Awareness,Verbal Communication,Written Communication,Verbal Communication,TVL
Male,Flexible,Flexibility,Self motivation,Flexibility,Flexibility,Commercial Awareness,Numeracy,TVL
Female,Abroad,Move Often,Problem Solving,Self motivation,Numeracy,Decision Making,Flexibility,TVL
Male,Abroad,Move Often,Team Work,Creative Thinking,Verbal Communication,Time Management,Commercial Awareness,GAS
Male,City,Flexibility,Self motivation,Creative Thinking,Time Management,Written Communication,Self motivation,ABM
Female,City,Stay in one place,Leadership,Decision Making,Verbal Communication,Self motivation,Time Management,GAS
Female,Flexible,Stay in one place,Numeracy,Numeracy,Creative Thinking,Leadership,Creative Thinking,TVL
Female,Abroad,Work from anywhere,Decision Making,Time Management,Written Communication,Leadership,Team Work,STEM
Female,Flexible,Move Often,Numeracy,Problem Solving,Written Communication,Leadership,Written Communication,GAS
Female,Rural Area,Flexibility,Negotiating,Creative Thinking,Problem Solving,Written Communication,Team Work,STEM
Male,City,Work from anywhere,Flexibility,Leadership,Time Management,Problem Solving,Leadership,ABM
Male,City,Work from anywhere,Leadership,Time Management,Self motivation,Written Communication,Time Management,HUMSS
Female,Rural Area,Flexibility,Problem Solving,Verbal Communication,Negotiating,Numeracy,Commercial Awareness,TVL
Female,Abroad,Work from anywhere,Problem Solving,Team Work,Creative Thinking,Time Management,Self motivation,STEM
Male,Abroad,Work from anywhere,Analytical Ability,Flexibility,Decision Making,Decision Making,Time Management,TVL
Female,Suburban Area,Flexibility,Numeracy,Verbal Communication,Verbal Communication,Written Communication,Problem Solving,ABM
Female,Rural Area,Move Often,Self motivation,Self motivation,Team Work,Creative Thinking,Team Work,STEM
Female,City,Work from anywhere,Problem Solving,Commercial Awareness,Leadership,Verbal Communication,Analytical Ability,ABM
Male,Suburban Area,Move Often,Verbal Communication,Time Management,Decision Making,Verbal Communication,Numeracy,STEM
Male,Rural Area,Work from anywhere,Verbal Communication,Written Communication,Verbal Communication,Leadership,Leadership,GAS
Female,Abroad,Flexibility,Negotiating,Negotiating,Flexibility,Flexibility,Problem Solving,ABM
Female,Rural Area,Flexibility,Commercial Awareness,Negotiating,Numeracy,Decision Making,Analytical Ability,GAS
Female,City,Work from anywhere,Commercial Awareness,Negotiating,Creative Thinking,Time Management,Verbal Communication,ABM
Male,Abroad,Work from anywhere,Time Management,Decision Making,Analytical Ability,Analytical Ability,Numeracy,STEM
Female,Abroad,Move Often,Team Work,Leadership,Flexibility,Analytical Ability,Negotiating,HUMSS
Male,City,Stay in one place,Leadership,Time Management,Analytical Ability,Numeracy,Creative Thinking,TVL
Female,Suburban Area,Move Often,Written Communication,Negotiating,Problem Solving,Flexibility,Written Communication,STEM
Male,Suburban Area,Work from anywhere,Written Communication,Leadership,Creative Thinking,Problem Solving,Written Communication,STEM
Male,Abroad,Move Often,Verbal Communication,Verbal Communication,Flexibility,Creative Thinking,Written Communication,STEM
Female,Rural Area,Work from anywhere,Leadership,Leadership,Numeracy,Creative Thinking,Self motivation,GAS
Female,Rural Area,Stay in one place,Problem Solving,Analytical Ability,Commercial Awareness,Leadership,Negotiating,STEM
Female,Suburban Area,Stay in one place,Numeracy,Time Management,Creative Thinking,Verbal Communication,Written Communication,HUMSS
Male,Suburban Area,Move Often,Negotiating,Problem Solving,Team Work,Analytical Ability,Team Work,GAS
Male,Abroad,Work from anywhere,Analytical Ability,Self motivation,Time Management,Decision Making,Written Communication,ABM
